country_code,country,city,aqi_value,co_aqi_value,ozone_aqi_value,no2_aqi_value,pm25_aqi_value,lat,lng
PHL,Philippines,Talacogon,37,1,19,0,37,8.4488,125.7869
RUS,Russian Federation,Taldom,46,1,27,1,46,56.7333,37.5333
USA,United States of America,Tamiami,64,1,18,12,64,25.7556,-80.4016
ISR,Israel,Tamra,92,2,52,8,92,32.8536,35.1978
PHL,Philippines,Tantangan,35,1,20,0,35,6.6167,124.75
IDN,Indonesia,Tarogong,88,2,53,1,88,-7.215,107.8856
TUR,Turkey,Tatvan,45,0,45,0,43,38.5022,42.2814
GBR,United Kingdom of Great Britain and Northern Ireland,Yeovil,58,1,24,7,58,50.9452,-2.637
CHN,China,Yuanping,143,2,35,5,143,38.7299,112.7134
CHN,China,Yuncheng,187,2,36,8,187,35.0304,110.998
BEL,Belgium,Zaventem,58,1,29,6,58,50.8833,4.4667
BEL,Belgium,Zemst,65,1,27,8,65,50.9722,4.4222
CHN,China,Zhaozhou,73,2,66,0,73,37.7527,114.7775
CHN,China,Zhongshan,98,3,33,9,98,22.5333,113.35
CHN,China,Zhongshan,98,3,33,9,98,34.943,105.8771
CHN,China,Zhuji,156,4,45,10,156,29.7169,120.2314
MEX,Mexico,Zinacantepec,163,4,8,18,163,19.2833,-99.7333
RUS,Russian Federation,Zmeinogorsk,35,1,35,0,21,51.1667,82.2
ITA,Italy,Abbiategrasso,69,1,37,4,69,45.4,8.9167
CIV,Côte d'Ivoire,Abidjan,105,4,15,4,105,5.3167,-4.0333
USA,United States of America,Acworth,64,2,37,8,64,34.0566,-84.6716
USA,United States of America,Adelphi,54,1,32,5,54,39.0017,-76.9649
USA,United States of America,Alabaster,80,1,18,10,80,33.2198,-86.8225
RUS,Russian Federation,Alagir,50,1,36,1,50,43.0333,44.2333
BEL,Belgium,Alken,35,1,25,3,35,50.8761,5.3078
CAN,Canada,Alma,55,1,27,0,55,48.55,-71.65
CAN,Canada,Alma,55,1,27,0,55,43.3799,-84.6556
PNG,Papua New Guinea,Alotau,28,0,28,0,13,-10.3167,150.4333
MDG,Madagascar,Ambovombe,26,0,26,0,20,-25.1764,46.0833
CHN,China,Anqiu,107,2,107,5,86,36.3619,119.1072
MDG,Madagascar,Antalaha,22,0,22,0,20,-14.8833,50.25
USA,United States of America,Antioch,76,3,7,25,76,37.9787,-121.796
USA,United States of America,Antioch,76,3,7,25,76,42.4742,-88.0721
GHA,Ghana,Apam,104,2,14,1,104,5.2789,-0.7397
RUS,Russian Federation,Arkadak,28,1,28,1,15,51.9333,43.5
RUS,Russian Federation,Arsk,28,1,28,1,19,56.1,49.8833
ARM,Armenia,Ashtarak,39,1,29,1,39,40.2975,44.3617
GTM,Guatemala,Atescatempa,104,3,5,10,104,14.175,-89.7417
ITA,Italy,Atri,57,1,40,3,57,42.5833,13.9833
GBR,United Kingdom of Great Britain and Northern Ireland,Ayr,29,1,29,2,20,55.458,-4.629
GBR,United Kingdom of Great Britain and Northern Ireland,Ayr,29,1,29,2,20,-19.5744,147.4066
NLD,Netherlands,Baarn,34,0,34,1,26,52.2167,5.2833
DEU,Germany,Bad Langensalza,32,0,30,1,32,51.1081,10.6467
PAK,Pakistan,Bahawalnagar,500,1,38,1,466,29.9928,73.2536
THA,Thailand,Ban Phai,52,0,28,0,52,16.073,102.7362
PHL,Philippines,Bangued,27,0,23,0,27,17.5965,120.6179
DEU,Germany,Bargteheide,38,0,28,2,38,53.7167,10.2667
USA,United States of America,Bartlesville,56,1,23,6,56,36.7365,-95.9456
PAK,Pakistan,Bat Khela,117,1,117,1,78,34.62,71.97
MYS,Malaysia,Batu Gajah,92,2,57,1,92,4.4667,101.05
ITA,Italy,Castel Goffredo,124,2,32,7,124,45.2981,10.475
ITA,Italy,Catanzaro,68,2,68,6,57,38.9,16.6
PHL,Philippines,Catbalogan,68,1,26,0,68,11.7833,124.8833
ECU,Ecuador,Cayambe,39,1,4,2,39,0.0439,-78.1561
ITA,Italy,Cesenatico,38,1,36,5,38,44.2,12.3944
ARG,Argentina,Chacabuco,17,0,17,1,17,-34.6333,-60.4667
PER,Peru,Chachapoyas,21,0,4,0,21,-6.2167,-77.85
CHN,China,Chaoyang,151,3,119,1,151,41.5757,120.4486
RUS,Russian Federation,Cherepanovo,38,1,38,0,35,54.2333,83.3667
RUS,Russian Federation,Cherkessk,49,1,40,0,49,44.2222,42.0575
MEX,Mexico,Chilpancingo,72,2,4,5,72,17.55,-99.5
USA,United States of America,Cimarron Hills,73,1,32,2,73,38.8597,-104.6995
BRA,Brazil,Coari,46,1,2,0,46,-4.085,-63.1408
GBR,United Kingdom of Great Britain and Northern Ireland,Coatbridge,35,1,12,9,35,55.8625,-4.0266
IRL,Ireland,Cobh,24,0,24,1,16,51.851,-8.2967
BRA,Brazil,Colatina,45,1,14,2,45,-19.5389,-40.6308
DOM,Dominican Republic,Comendador,65,1,12,6,65,18.8833,-71.7
ITA,Italy,Como,112,1,34,4,112,45.8103,9.0861
BRA,Brazil,Conde,19,0,19,0,11,-11.8139,-37.6108
GBR,United Kingdom of Great Britain and Northern Ireland,Consett,31,0,31,2,22,54.85,-1.83
USA,United States of America,Cooper City,152,4,4,19,152,26.0463,-80.2862
USA,United States of America,Copperas Cove,31,1,21,1,31,31.1192,-97.914
ARG,Argentina,Corrientes,13,1,12,0,13,-27.4833,-58.8167
ITA,Italy,Crevalcore,103,2,28,9,103,44.7167,11.15
AZE,Azerbaijan,Culfa,52,1,35,0,52,38.9558,45.6308
ESP,Spain,Culleredo,30,0,30,2,13,43.2883,-8.3894
IND,India,Cuncolim,73,0,25,0,73,15.1773,73.9939
BRA,Brazil,Curvelo,42,1,2,4,42,-18.7558,-44.4308
DEU,Germany,Cuxhaven,35,0,35,0,30,53.8611,8.6944
USA,United States of America,Cypress Lake,46,1,25,5,46,26.5392,-81.8999
GIN,Guinea,Dalaba,63,2,13,0,63,10.656,-12.272
FRA,France,Beaune,39,1,26,1,39,47.025,4.8397
USA,United States of America,Bedford,56,1,18,6,56,52.135,-0.47
USA,United States of America,Bedford,56,1,18,6,56,32.8464,-97.135
USA,United States of America,Bedford,56,1,18,6,56,42.9406,-71.5302
USA,United States of America,Bedford,56,1,18,6,56,41.225,-73.6673
USA,United States of America,Bedford,56,1,18,6,56,42.4969,-71.2783
USA,United States of America,Bedford,56,1,18,6,56,38.8602,-86.4895
USA,United States of America,Bedford,56,1,18,6,56,41.3919,-81.536
GHA,Ghana,Begoro,105,2,13,2,105,6.3833,-0.3833
CHN,China,Beipiao,93,2,90,1,93,41.802,120.7621
BRA,Brazil,Bela Cruz,45,0,22,0,45,-3.0508,-40.1678
BOL,Bolivia (Plurinational State of),Bermejo,54,1,8,1,54,-22.7322,-64.3425
DEU,Germany,Bernburg,36,0,29,2,36,51.8,11.7333
USA,United States of America,Berwick,50,1,35,5,50,41.0555,-76.2492
IND,India,Betma,153,1,34,0,153,22.68,75.62
USA,United States of America,Beverly,48,1,36,5,48,42.5681,-70.8627
RUS,Russian Federation,Bezhetsk,24,0,24,0,24,57.7667,36.7
PAK,Pakistan,Bhalwal,179,3,179,2,166,32.2656,72.8994
IND,India,Bhiwandi,151,1,26,1,151,19.2967,73.0631
IDN,Indonesia,Binjai,92,2,45,0,92,3.5986,98.4803
RUS,Russian Federation,Baksan,48,1,39,1,48,43.6825,43.5339
COL,Colombia,Baranoa,104,1,16,2,104,10.8,-74.9167
PHL,Philippines,Baras,51,1,27,1,51,14.5167,121.2667
PHL,Philippines,Baras,51,1,27,1,51,13.6667,124.3667
THA,Thailand,Nong Bua,38,0,20,0,38,15.8647,100.5858
NLD,Netherlands,Noordwijkerhout,41,1,27,5,41,52.2667,4.5
USA,United States of America,Northbridge,47,1,46,2,47,42.13,-71.6547
GBR,United Kingdom of Great Britain and Northern Ireland,Norwich,29,0,29,3,18,52.6286,1.2928
GBR,United Kingdom of Great Britain and Northern Ireland,Norwich,29,0,29,3,18,41.5495,-72.0882
GBR,United Kingdom of Great Britain and Northern Ireland,Norwich,29,0,29,3,18,42.9833,-80.6
NLD,Netherlands,Nuenen,37,1,32,3,37,51.4733,5.5467
CHL,Chile,Nueva Imperial,61,2,2,9,61,-38.7433,-72.95
MEX,Mexico,Nuevo Casas Grandes,46,1,17,2,46,30.4167,-107.9167
USA,United States of America,Oak Lawn,79,2,13,27,79,41.7139,-87.7528
USA,United States of America,Oakdale,53,1,24,9,53,44.9876,-92.9641
USA,United States of America,Oakdale,53,1,24,9,53,37.7618,-120.8468
JPN,Japan,Odawara,39,1,38,2,39,35.25,139.15
MKD,Republic of North Macedonia,Ohrid,42,1,41,0,42,41.1169,20.8019
POL,Poland,Olecko,47,1,36,0,47,54.0333,22.5
DEU,Germany,Olfen,32,1,27,4,32,51.7167,7.3833
BRA,Brazil,Olindina,25,0,6,1,25,-11.3669,-38.3328
USA,United States of America,Orem,73,2,26,7,73,40.2981,-111.6994
USA,United States of America,Orinda,52,1,22,11,52,37.8808,-122.179
GTM,Guatemala,Ostuncalco,94,3,9,11,94,14.8693,-91.6211
NGA,Nigeria,Oyo,80,2,22,1,80,7.85,3.933
ITA,Italy,Pachino,48,1,45,0,48,36.7167,15.1
IND,India,Padra,156,1,33,0,156,22.23,73.08
FRA,France,Paita,27,0,27,0,10,-5.0911,-81.1064
PHL,Philippines,Palo,55,1,20,0,55,11.1583,124.9917
CHN,China,Panshi,76,3,32,2,76,42.9392,126.0561
BRA,Brazil,Paragominas,36,1,2,0,36,-2.9958,-47.3528
PER,Peru,Paramonga,41,1,18,1,41,-10.6744,-77.8186
USA,United States of America,Parkville,56,1,44,4,56,39.3832,-76.5519
USA,United States of America,Pasadena,58,1,43,5,58,29.6575,-95.1498
USA,United States of America,Pasadena,58,1,43,5,58,34.1597,-118.139
USA,United States of America,Pasadena,58,1,43,5,58,39.1552,-76.5537
USA,United States of America,Pataskala,45,1,32,7,45,40.011,-82.7155
KAZ,Kazakhstan,Pavlodar,50,1,41,0,50,52.3,76.95
USA,United States of America,Pelham,46,1,46,2,31,40.9,-73.8063
USA,United States of America,Pelham,46,1,46,2,31,33.3114,-86.7573
USA,United States of America,Pelham,46,1,46,2,31,43.0333,-79.3333
USA,United States of America,Pelham,46,1,46,2,31,42.7335,-71.324
MEX,Mexico,Perote,77,3,7,8,77,19.562,-97.242
SRB,Serbia,Petrovaradin,63,1,33,1,63,45.25,19.8667
THA,Thailand,Phatthalung,59,1,27,0,59,7.5,100.0
THA,Thailand,Phetchaburi,35,0,17,0,35,13.1119,99.9458
IND,India,Phillaur,444,2,111,1,391,31.03,75.78
EGY,Egypt,Rosetta,60,2,60,3,55,31.4044,30.4164
ITA,Italy,Rossano,48,1,48,0,12,39.5667,16.6333
RUS,Russian Federation,Rostov,32,1,32,0,26,47.2333,39.7
RUS,Russian Federation,Rostov,32,1,32,0,26,57.1833,39.4167
GBR,United Kingdom of Great Britain and Northern Ireland,Royton,56,0,32,1,56,53.566,-2.121
DEU,Germany,Rudolstadt,32,1,32,1,30,50.7169,11.3275
CZE,Czechia,Rumburk,29,0,29,2,29,50.9516,14.5571
MWI,Malawi,Rumphi,28,0,19,0,28,-11.0167,33.8667
BRA,Brazil,Ruy Barbosa,18,0,8,0,18,-12.2839,-40.4939
JPN,Japan,Sakurai,40,1,40,2,34,34.5167,135.85
GBR,United Kingdom of Great Britain and Northern Ireland,Salford,58,0,32,1,58,53.483,-2.2931
BRA,Brazil,Salvador,30,0,16,1,30,-12.9747,-38.4767
BRA,Brazil,Salvador,30,0,16,1,30,20.2094,-75.2231
TUR,Turkey,Samsun,36,1,36,0,30,41.2903,36.3336
IDN,Indonesia,Prabumulih,49,1,30,0,49,-3.4328,104.2356
BRA,Brazil,Presidente Prudente,32,1,14,1,32,-22.1256,-51.3889
USA,United States of America,Prichard,28,1,22,4,28,30.7735,-88.1301
CAN,Canada,Prince George,21,1,21,1,13,53.9169,-122.7494
PER,Peru,Pucallpa,30,1,1,0,30,-8.3833,-74.55
ESP,Spain,Puertollano,32,1,30,1,32,38.6833,-4.1167
ISR,Israel,Qiryat Gat,80,1,62,4,80,31.6061,34.7717
CHL,Chile,Quillota,182,14,1,23,182,-32.8667,-71.25
IND,India,Rafiganj,356,1,60,0,284,24.82,84.65
USA,United States of America,Rahway,62,1,44,5,62,40.6077,-74.2807
IND,India,Phulpur,226,1,48,1,226,24.955,90.3573
IND,India,Phulpur,226,1,48,1,226,25.55,82.1
BRA,Brazil,Picos,16,0,12,0,16,15.083,-23.632
BRA,Brazil,Picos,16,0,12,0,16,-7.0769,-41.4669
DEU,Germany,Pirmasens,30,1,27,2,30,49.2,7.6
USA,United States of America,Plum,55,2,26,12,55,40.5024,-79.7495
ITA,Italy,Policoro,46,1,46,0,14,40.2,16.6667
SLE,Sierra Leone,Port Loko,48,1,16,0,48,8.7667,-12.7875
USA,United States of America,Poughkeepsie,43,1,43,2,39,41.695,-73.9211
USA,United States of America,Randallstown,52,1,44,4,52,39.3723,-76.8024
THA,Thailand,Ranong,36,0,16,0,36,9.9619,98.6389
DEU,Germany,Rathenow,39,0,39,0,23,52.6,12.3333
RUS,Russian Federation,Reutov,58,1,25,9,58,55.7622,37.8567
USA,United States of America,Richardson,56,1,21,6,56,32.9716,-96.7093
USA,United States of America,Richmond,76,2,15,17,76,37.5295,-77.4756
USA,United States of America,Richmond,76,2,15,17,76,49.1667,-123.1333
USA,United States of America,Richmond,76,2,15,17,76,37.9477,-122.3389
USA,United States of America,Richmond,76,2,15,17,76,-41.3333,173.1833
USA,United States of America,Richmond,76,2,15,17,76,39.8318,-84.8905
USA,United States of America,Richmond,76,2,15,17,76,37.7307,-84.2925
USA,United States of America,Richmond,76,2,15,17,76,51.456,-0.301
USA,United States of America,Richmond,76,2,15,17,76,29.5824,-95.7563
USA,United States of America,Richmond,76,2,15,17,76,-33.5983,150.7511
USA,United States of America,Richmond,76,2,15,17,76,-20.7305,143.1425
PER,Peru,Rioja,25,1,3,0,25,-6.05,-77.1417
FRA,France,Riom,40,1,30,1,40,45.8936,3.1125
ITA,Italy,Rocca Priora,47,1,47,2,27,41.7833,12.7667
FRA,France,Rodez,42,1,31,1,42,44.3506,2.575
PHL,Philippines,Romblon,50,1,23,0,50,12.55,122.28
USA,United States of America,Daly City,62,1,18,13,62,37.6862,-122.4685
BRA,Brazil,Delmiro Gouveia,25,0,9,1,25,-9.3858,-37.9958
RUS,Russian Federation,Desnogorsk,34,1,34,0,10,54.15,33.2833
TUR,Turkey,Develi,46,1,29,0,46,38.3886,35.4925
UKR,Ukraine,Dniprorudne,39,1,39,0,12,47.3907,35.0027
BEN,Benin,Dogbo,101,3,18,2,101,6.8167,1.7833
USA,United States of America,Dumas,60,1,22,3,60,35.8613,-101.9642
USA,United States of America,Dyersburg,93,1,24,5,93,36.0465,-89.3777
USA,United States of America,Eatontown,28,1,28,8,25,40.2913,-74.0558
USA,United States of America,El Campo,39,1,22,1,39,29.2,-96.2723
USA,United States of America,Ellicott City,44,1,27,10,44,39.2774,-76.8345
JPN,Japan,Ena,42,1,42,0,12,35.4492,137.4128
ITA,Italy,Giussano,62,1,32,4,62,45.7,9.2167
GBR,United Kingdom of Great Britain and Northern Ireland,Glenrothes,35,1,22,6,35,56.198,-3.178
GBR,United Kingdom of Great Britain and Northern Ireland,Glossop,27,1,25,3,27,53.443,-1.949
NAM,Namibia,Gobabis,19,0,18,0,19,-22.4333,18.9667
IND,India,Gobindpur,175,1,51,1,175,24.782,85.6943
ESP,Spain,Godella,33,1,33,1,28,39.52,-0.4114
BRA,Brazil,Goiatuba,37,1,3,3,37,-18.0128,-49.3569
NLD,Netherlands,Goirle,30,0,30,2,27,51.5167,5.0667
USA,United States of America,Golden Glades,61,1,10,16,61,25.9129,-80.2013
ALB,Albania,Gramsh,68,1,39,1,68,40.8667,20.1833
USA,United States of America,Granger,57,2,21,11,57,41.7374,-86.1348
USA,United States of America,Grants Pass,29,1,29,2,27,42.4333,-123.3317
MEX,Mexico,Guasave,35,1,22,1,35,25.5744,-108.4706
DEU,Germany,Guben,37,1,21,4,37,51.9533,14.7167
CMR,Cameroon,Guider,76,3,8,1,76,9.9342,13.9486
CHN,China,Guilin,90,3,46,3,90,25.2819,110.2864
FRA,France,Guipavas,34,1,26,9,34,48.4336,-4.4008
USA,United States of America,Fort Walton Beach,65,1,30,1,65,30.4255,-86.6222
FRA,France,Fosses,29,0,28,2,29,49.0981,2.5067
USA,United States of America,Fountain Hills,37,1,27,8,37,33.6073,-111.7398
USA,United States of America,Fountain,72,1,29,3,72,38.6886,-104.6829
BRA,Brazil,Francisco Morato,169,7,0,21,169,-23.2817,-46.7425
DEU,Germany,Freiberg,36,1,25,3,36,50.9119,13.3428
USA,United States of America,Front Royal,46,1,37,2,46,38.926,-78.1838
DEU,Germany,Gaggenau,29,0,29,2,26,48.8039,8.3194
ISR,Israel,Gan Yavne,77,1,43,6,77,31.7886,34.7053
ITA,Italy,Gela,53,1,38,2,53,37.0667,14.25
NLD,Netherlands,Gennep,30,0,25,3,30,51.7,5.9667
DEU,Germany,Genthin,31,0,30,1,31,52.4,12.1667
GUY,Guyana,Georgetown,27,0,19,0,27,6.8058,-58.1508
GUY,Guyana,Georgetown,27,0,19,0,27,-7.9286,-14.4119
GUY,Guyana,Georgetown,27,0,19,0,27,30.666,-97.6966
GUY,Guyana,Georgetown,27,0,19,0,27,38.2247,-84.5487
GUY,Guyana,Georgetown,27,0,19,0,27,31.9849,-81.226
GUY,Guyana,Georgetown,27,0,19,0,27,-18.3,143.55
DEU,Germany,Gera,30,0,28,2,30,50.8806,12.0833
USA,United States of America,Lake Jackson,25,0,24,2,25,29.0516,-95.4521
USA,United States of America,Lakeside,57,2,22,14,57,30.1356,-81.7674
USA,United States of America,Lakeside,57,2,22,14,57,32.856,-116.904
USA,United States of America,Lakeside,57,2,22,14,57,37.6132,-77.4768
THA,Thailand,Lam Luk Ka,66,1,28,1,66,13.9297,100.7375
NLD,Netherlands,Leusden,33,0,33,1,26,52.1333,5.4333
GBR,United Kingdom of Great Britain and Northern Ireland,Lewes,37,1,12,13,37,50.8747,0.0117
PHL,Philippines,Lianga,50,1,20,0,50,8.633,126.0932
FRA,France,Libourne,46,1,26,2,46,44.92,-0.24
CZE,Czechia,Litovel,49,1,24,2,49,49.7012,17.0762
BEL,Belgium,Lokeren,31,0,31,2,31,51.1,3.9833
BEL,Belgium,Londerzeel,34,0,29,3,34,51.0,4.3
SEN,Senegal,Louga,176,2,21,3,176,15.6167,-16.2167
POL,Poland,Lubin,35,1,20,3,35,51.4,16.2
POL,Poland,Lublin,32,1,32,1,28,51.25,22.5667
PHL,Philippines,Lucena,32,1,29,0,32,13.9333,121.6167
PHL,Philippines,Lucena,32,1,29,0,32,37.4,-4.4833
PHL,Philippines,Lucena,32,1,29,0,32,10.8833,122.6
PHL,Philippines,Lucena,32,1,29,0,32,-6.9,-34.8689
LSO,Lesotho,Mafeteng,117,4,14,7,117,-29.8167,27.25
USA,United States of America,Magnolia,56,1,25,2,56,33.2775,-93.2261
IND,India,Maihar,171,1,36,0,171,24.262,80.761
USA,United States of America,Maitland,53,1,18,14,53,28.6295,-81.3718
USA,United States of America,Maitland,53,1,18,14,53,-32.7167,151.55
FRA,France,Malakoff,40,1,26,3,40,48.8169,2.2944
BEN,Benin,Malanville,34,1,18,1,34,11.8667,3.3833
ITA,Italy,Malnate,69,1,22,6,69,45.8,8.8833
COD,Democratic Republic of the Congo,Manono,74,2,23,1,74,-7.2947,27.4545
VEN,Venezuela (Bolivarian Republic of),Maracaibo,118,1,17,4,118,10.6333,-71.6333
DEU,Germany,Hagen,30,0,30,1,25,51.3667,7.4833
FRA,France,Halluin,35,0,28,2,35,50.7836,3.1256
DEU,Germany,Hamburg,34,0,28,2,34,53.55,10.0
DEU,Germany,Hamburg,34,0,28,2,34,42.7394,-78.8581
USA,United States of America,Hanahan,73,2,35,8,73,32.9302,-80.0027
BGR,Bulgaria,Harmanli,40,1,40,1,24,41.9333,25.9
PAK,Pakistan,Harunabad,500,1,43,0,443,29.613,73.1409
DEU,Germany,Hattingen,28,0,27,2,28,51.3992,7.1858
USA,United States of America,Hauppauge,52,1,27,12,52,40.8211,-73.2109
USA,United States of America,Hayward,70,2,20,20,70,37.6328,-122.0766
FIN,Finland,Heinola,33,0,33,0,5,61.2,26.0333
JPN,Japan,Hekinan,59,1,59,1,23,34.8847,136.9934
DEU,Germany,Hemsbach,30,0,30,1,24,49.5903,8.6564
CHN,China,Hengyang,169,4,169,3,150,26.8968,112.5857
USA,United States of America,Hoboken,61,1,27,11,61,40.7452,-74.0281
USA,United States of America,Hoboken,61,1,27,11,61,51.1667,4.3667
SOM,Somalia,Hobyo,58,0,21,0,58,5.3514,48.5256
SLB,Solomon Islands,Honiara,18,0,18,0,6,-9.4319,159.9556
PRY,Paraguay,Horqueta,20,0,20,0,20,-23.3442,-57.0436
ARM,Armenia,Hrazdan,31,0,31,0,30,40.5,44.7667
CHN,China,Hsinchu,138,3,138,2,112,24.8167,120.9833
PER,Peru,Huaura,39,1,19,1,39,-11.1,-77.6
ZWE,Zimbabwe,Hwange,44,0,17,0,44,-18.3647,26.5
JPN,Japan,Ichihara,74,1,74,1,35,35.4981,140.1154
IND,India,Khed,95,0,22,0,95,17.7189,73.3969
RUS,Russian Federation,Khimki,40,1,30,8,40,55.8892,37.445
UKR,Ukraine,Khotyn,75,1,37,1,75,48.5078,26.486
TUR,Turkey,Kilis,64,1,41,0,64,36.7167,37.1167
USA,United States of America,Killeen,40,0,21,1,40,31.0753,-97.7297
AUT,Austria,Klosterneuburg,59,1,30,3,59,48.3042,16.3167
HRV,Croatia,Knin,48,1,48,0,35,44.0414,16.1986
PNG,Papua New Guinea,Kokopo,104,0,22,0,104,-4.35,152.2736
RUS,Russian Federation,Kola,30,1,30,0,10,22.43,87.87
RUS,Russian Federation,Kola,30,1,30,0,10,68.8833,33.0833
RUS,Russian Federation,Kotelnikovo,39,1,39,0,20,47.6333,43.15
TCD,Chad,Koumra,59,2,6,0,59,8.91,17.55
RUS,Russian Federation,Krasnovishersk,29,1,28,0,29,60.4167,57.1
RUS,Russian Federation,Krasnyy Yar,34,1,34,1,24,46.5331,48.3456
RUS,Russian Federation,Krasnyy Yar,34,1,34,1,24,53.3239,69.2525
DEU,Germany,Kronach,36,1,26,2,36,50.2411,11.3281
DEU,Germany,Kronberg,30,0,30,1,27,50.1833,8.5
RUS,Russian Federation,Kulebaki,48,1,33,1,48,55.4167,42.5333
JPN,Japan,Kushiro,33,1,33,0,9,42.9833,144.3833
JPN,Japan,Kushiro,33,1,33,0,9,42.9961,144.4661
MEX,Mexico,La Barca,37,1,8,3,37,20.2833,-102.5667
FRA,France,La Crau,60,1,30,6,60,43.1497,6.0742
HND,Honduras,La Entrada,55,2,5,4,55,15.05,-88.7333
USA,United States of America,La Presa,58,2,14,19,58,32.711,-117.0027
DEU,Germany,Ilsede,41,0,28,2,41,52.2667,10.1833
BRA,Brazil,Imbituba,31,1,15,1,31,-28.24,-48.67
BRA,Brazil,Imbituva,24,1,8,0,24,-25.23,-50.6044
JPN,Japan,Inagi,78,1,78,3,51,35.6379,139.5046
ESP,Spain,Inca,43,1,43,0,30,39.7167,2.9167
IND,India,Indore,150,1,30,0,150,22.7167,75.8472
GBR,United Kingdom of Great Britain and Northern Ireland,Inverurie,31,1,31,2,25,57.28,-2.38
JPN,Japan,Ishigaki,116,2,116,0,64,24.3406,124.1556
ESP,Spain,Jaen,36,1,17,3,36,15.3392,120.9069
MEX,Mexico,Jilotepec,95,2,9,9,95,19.9519,-99.5328
MEX,Mexico,Jilotepec,95,2,9,9,95,19.6113,-96.9224
TZA,United Republic of Tanzania,Kabanga,171,6,10,3,171,-2.9022,30.4986
FIN,Finland,Kajaani,32,1,32,0,24,64.2311,27.7194
IND,India,Kalavai,59,1,32,0,59,12.7691,79.4196
RUS,Russian Federation,Kalyazin,24,1,24,0,19,57.2333,37.8833
UKR,Ukraine,Kalynivka,78,1,36,1,78,49.4472,28.5231
KHM,Cambodia,Kampot,59,1,27,0,59,10.6,104.1667
FIN,Finland,Kangasala,30,1,30,2,14,61.4639,24.065
IND,India,Karambakkudi,84,1,40,1,84,10.4587,79.141
JPN,Japan,Kawaguchi,75,1,75,1,34,35.8077,139.7241
USA,United States of America,Kearns,54,1,6,14,54,40.6519,-112.0095
BEL,Belgium,Keerbergen,39,1,23,5,39,51.0031,4.6311
USA,United States of America,Kerrville,36,0,20,1,36,30.0398,-99.132
USA,United States of America,Kettering,53,1,31,6,53,52.3931,-0.7229
USA,United States of America,Kettering,53,1,31,6,53,39.6956,-84.1494
USA,United States of America,Kettering,53,1,31,6,53,38.8888,-76.7889
IND,India,Khammam,112,1,29,2,112,17.2473,80.1514
IND,India,Khandwa,130,0,31,0,130,21.82,76.35
ITA,Italy,Marsciano,40,1,40,2,23,42.9167,12.3333
FRA,France,Marseille,59,1,37,6,59,43.2964,5.37
USA,United States of America,Mashpee,29,1,29,2,17,41.6178,-70.4908
UGA,Uganda,Masindi,62,2,17,0,62,1.6836,31.7222
TCD,Chad,Massakory,65,2,23,1,65,13.0,15.7333
PHL,Philippines,Medellin,78,1,31,0,78,11.1286,123.9622
CUB,Cuba,Media Luna,56,1,25,1,56,20.1444,-77.4361
COL,Colombia,Melgar,121,4,7,8,121,4.2039,-74.6428
ARG,Argentina,Mercedes,14,1,14,0,3,-33.25,-58.0333
ARG,Argentina,Mercedes,14,1,14,0,3,-34.65,-59.4333
ARG,Argentina,Mercedes,14,1,14,0,3,14.1093,123.0109
ARG,Argentina,Mercedes,14,1,14,0,3,-29.2,-58.0833
ARG,Argentina,Mercedes,14,1,14,0,3,26.1533,-97.9128
USA,United States of America,Merriam,95,1,23,10,95,39.0186,-94.6933
USA,United States of America,Merrill,52,1,33,3,52,45.182,-89.6994
NLD,Netherlands,Middelharnis,34,0,34,2,32,51.75,4.17
TUR,Turkey,Midyat,72,1,42,1,72,37.4167,41.3697
BRA,Brazil,Miguel Alves,47,1,7,1,47,-4.1658,-42.895
URY,Uruguay,Minas,22,0,19,0,22,-34.3667,-55.2333
URY,Uruguay,Minas,22,0,19,0,22,21.4894,-77.605
BRA,Brazil,Miranorte,41,0,11,0,41,-9.5289,-48.59
IND,India,Moga,159,2,134,1,159,30.822,75.174
ITA,Italy,Mogliano Veneto,89,2,33,5,89,45.5619,12.2364
FRA,France,Montauban,32,1,32,2,32,44.0181,1.3558
BEL,Belgium,Mortsel,40,1,29,3,40,51.1667,4.4667
USA,United States of America,Moscow,30,1,19,4,30,55.7558,37.6178
USA,United States of America,Moscow,30,1,19,4,30,46.7308,-116.9986
IND,India,Mudhol,73,0,24,0,73,18.9667,77.9167
IND,India,Mudhol,73,0,24,0,73,15.6406,75.9531
IND,India,Mudhol,73,0,24,0,73,16.35,75.2833
MEX,Mexico,Muna,59,1,21,1,59,20.48,-89.72
MEX,Mexico,Naranjos,92,2,34,1,92,21.3472,-97.6833
ROU,Romania,Nehoiu,52,1,40,0,52,45.3531,26.305
DEU,Germany,Neustadt,33,0,33,0,32,49.35,8.15
DEU,Germany,Neustadt,33,0,33,0,32,49.5967,10.6089
DEU,Germany,Neustadt,33,0,33,0,32,51.0239,14.2167
DEU,Germany,Neustadt,33,0,33,0,32,50.85,9.1167
DEU,Germany,Neustadt,33,0,33,0,32,50.7333,11.75
USA,United States of America,New Lenox,54,2,30,11,54,41.5095,-87.9703
GBR,United Kingdom of Great Britain and Northern Ireland,Newburn,31,0,31,2,21,54.983,-1.743
GBR,United Kingdom of Great Britain and Northern Ireland,Newbury,50,1,22,7,50,51.401,-1.323
MDA,Republic of Moldova,Nisporeni,53,1,36,1,53,47.0833,28.1833
