country,city,aqi_value,co_aqi_value,ozone_aqi_value,no2_aqi_value,pm25_aqi_value,lat,lng
United States of America,Paramount,90,2,6,36,90,33.8977,-118.1651
United States of America,Parkland,51,1,13,12,51,47.1417,-122.4376
United States of America,Parkland,51,1,13,12,51,26.3219,-80.2533
Italy,Parma,86,2,34,5,86,44.8015,10.328
Italy,Parma,86,2,34,5,86,41.3843,-81.7286
Italy,Parma,86,2,34,5,86,65.923,57.403
Italy,Parma,86,2,34,5,86,43.2651,-77.7968
Italy,Perugia,44,1,44,2,40,43.1122,12.3889
Hungary,Pilis,63,1,31,2,63,47.2844,19.5435
Brazil,Pindorama,28,1,12,1,28,-21.1858,-48.9069
United States of America,Piney Green,49,1,31,7,49,34.7498,-77.3208
Italy,Pistoia,37,1,37,2,24,43.9333,10.9167
United States of America,Pleasant Grove,20,1,15,10,20,40.3716,-111.7412
United States of America,Pleasant Grove,20,1,15,10,20,33.494,-86.9782
United States of America,Plymouth,53,1,30,7,53,50.3714,-4.1422
United States of America,Plymouth,53,1,30,7,53,45.0225,-93.4617
United States of America,Plymouth,53,1,30,7,53,41.8783,-70.6309
United States of America,Plymouth,53,1,30,7,53,40.1115,-75.2976
United States of America,Plymouth,53,1,30,7,53,41.6642,-73.0263
United States of America,Plymouth,53,1,30,7,53,41.3483,-86.3187
United States of America,Plymouth,53,1,30,7,53,42.3718,-83.468
United States of America,Plymouth,53,1,30,7,53,43.7447,-87.966
Trinidad and Tobago,Point Fortin,93,1,22,2,93,10.1667,-61.6667
India,Polasara,156,1,65,0,156,19.7815,84.5836
Poland,Police,32,1,27,2,32,53.5333,14.5667
India,Ponda,81,0,21,0,81,15.4034,74.0152
Brazil,Pontalina,51,1,1,4,51,-17.5258,-49.4489
Portugal,Portalegre,24,1,24,2,18,39.3167,-7.4167
Italy,Potenza Picena,48,1,48,2,45,43.3667,13.6167
United States of America,South Holland,73,2,17,17,73,41.5977,-87.6022
United Kingdom of Great Britain and Northern Ireland,Southampton,39,1,15,11,39,50.9025,-1.4042
United Kingdom of Great Britain and Northern Ireland,Southampton,39,1,15,11,39,40.8997,-72.4931
United Kingdom of Great Britain and Northern Ireland,Southampton,39,1,15,11,39,39.9137,-74.7171
Belarus,Stolin,35,1,35,0,29,51.8833,26.85
United States of America,Stoneham,47,1,39,4,47,42.4741,-71.0972
Italy,Stradella,56,1,37,3,56,45.0833,9.3
Canada,Strathmore,37,1,15,5,37,51.0378,-113.4003
Poland,Strzelin,43,1,20,3,43,50.7833,17.0667
Peru,Satipo,35,1,3,0,35,-11.2542,-74.6367
France,Saumur,30,1,27,1,30,47.26,-0.0769
Italy,Saviano,53,1,53,1,37,40.9167,14.5167
Belgium,Schilde,36,0,27,3,36,51.2333,4.5667
Germany,Schlitz,32,0,28,1,32,50.6667,9.5667
Germany,Schrobenhausen,51,1,27,3,51,48.5333,11.2667
United States of America,Seekonk,41,1,34,4,41,41.8379,-71.3174
Italy,Sezze,48,1,48,1,33,41.5,13.0667
Canada,Shawinigan,34,1,32,2,34,46.5667,-72.75
Russian Federation,Shebekino,57,1,30,2,57,50.4167,36.9
United States of America,Shoreline,55,2,25,11,55,47.7564,-122.3426
Central African Republic,Sibut,53,2,1,0,53,5.7333,19.0833
India,Silchar,56,3,35,1,56,24.82,92.8
India,Sindgi,114,0,27,0,114,16.92,76.234
Indonesia,Singkawang,61,1,14,0,61,0.9,108.9833
Croatia,Solin,56,1,56,0,28,43.5317,16.4947
Germany,Sonthofen,23,1,23,3,20,47.5158,10.2811
United States of America,South Bend,55,2,19,12,55,41.6767,-86.2696
Sweden,Staffanstorp,36,1,36,1,29,55.6333,13.2
Germany,Steinfurt,31,0,26,3,31,52.1475,7.3442
Norway,Steinkjer,26,1,26,0,12,64.0148,11.4954
Germany,Straelen,27,0,27,2,26,51.45,6.2667
United States of America,Sun Valley,39,1,18,8,39,39.6104,-119.777
United States of America,National City,46,1,36,5,46,32.6654,-117.0983
Spain,Navalcarnero,42,1,42,0,10,40.2847,-4.0136
Italy,Nembro,91,1,48,0,91,45.7439,9.7594
Germany,Neuhof,57,1,51,0,57,50.4333,9.6167
Germany,Nideggen,54,1,47,0,54,50.7,6.4833
Japan,Nishihara,59,2,18,22,59,26.2228,127.7589
Japan,Noboribetsu,38,1,27,4,38,42.4128,141.1066
India,Nokha,256,1,33,2,256,27.6,73.42
India,Nokha,256,1,33,2,256,25.1015,84.1228
Germany,Nordenham,37,0,37,0,29,53.5,8.4667
United States of America,Norridge,62,1,27,6,62,41.9637,-87.8231
United States of America,North Augusta,49,1,49,1,24,33.5214,-81.9547
United States of America,North Laurel,52,1,52,1,39,39.1285,-76.8476
United States of America,North Ogden,52,1,20,6,52,41.3123,-111.9584
United States of America,North Potomac,50,1,50,1,37,39.0955,-77.2373
United States of America,North Reading,40,1,35,2,40,42.5816,-71.0876
Russian Federation,Novoulyanovsk,39,1,39,1,33,54.1667,48.3833
Nigeria,Nsukka,68,2,39,0,68,6.8567,7.3958
United States of America,Oak Grove,70,2,24,6,70,45.4156,-122.6349
United States of America,Oak Grove,70,2,24,6,70,33.978,-81.1468
United States of America,Oak Grove,70,2,24,6,70,45.3409,-93.3264
United States of America,Oceanside,57,2,22,9,57,33.2247,-117.3083
United States of America,Oceanside,57,2,22,9,57,40.6328,-73.6364
Germany,Ochsenfurt,63,1,53,0,63,49.65,10.0667
Nigeria,Ondo,72,2,38,0,72,7.0833,4.8333
Belize,Orange Walk,58,1,26,0,58,18.075,-88.5583
Brazil,Padre Bernardo,20,0,20,0,7,-15.16,-48.2839
Philippines,Paombong,103,3,27,7,103,14.8311,120.7892
Chile,Parral,98,3,3,5,98,26.9333,-105.6667
Chile,Parral,98,3,3,5,98,-36.15,-71.8333
Brazil,Pentecoste,30,0,23,0,30,-3.7928,-39.27
Guatemala,Petapa,61,1,25,1,61,14.4962,-90.5525
Venezuela (Bolivarian Republic of),Petare,59,1,36,0,59,10.4833,-66.8167
United States of America,Oxnard,49,1,36,4,49,34.1964,-119.1815
Spain,Palafrugell,63,1,63,0,34,41.9174,3.1631
United States of America,Palm Valley,125,1,125,1,27,30.2011,-81.3948
Italy,Palmi,69,1,47,0,69,38.3667,15.85
India,Majholi,164,4,41,4,164,23.5011,79.924
Gabon,Makokou,50,1,22,0,50,0.5667,12.8667
Philippines,Malanday,165,5,19,12,165,14.7194,120.9547
,Mandurah,51,0,36,0,51,-32.5289,115.7231
Brazil,Manga,24,0,24,0,14,11.6667,-1.0667
Brazil,Manga,24,0,24,0,14,-14.7558,-43.9319
United States of America,Maple Valley,38,1,33,3,38,47.3659,-122.0368
Mauritius,Bambous,56,1,27,0,56,-20.26,57.4148
Thailand,Bang Ban,143,3,7,12,143,14.4247,100.4758
Brazil,Barreirinhas,39,0,21,0,39,-2.7469,-42.8258
Germany,Bayreuth,55,1,49,0,55,49.9481,11.5783
India,Begusarai,150,3,52,5,150,25.42,86.13
United States of America,Belton,55,1,46,2,55,38.8192,-94.5335
United States of America,Belton,55,1,46,2,55,31.0525,-97.479
United States of America,Belvidere,38,1,38,1,38,42.2543,-88.8649
Italy,Bergamo,89,1,50,0,89,45.695,9.67
United States of America,Berkeley,46,1,33,3,46,37.8722,-122.276
United States of America,Berkeley,46,1,33,3,46,39.9156,-74.1923
Italy,Bibbiena,57,1,57,0,53,43.7,11.8167
Germany,Bischofsheim,64,1,64,0,59,49.989,8.355
United Kingdom of Great Britain and Northern Ireland,Bishop Auckland,39,1,39,0,38,54.663,-1.676
Poland,Biskupiec,38,1,38,0,21,53.8667,20.9667
Germany,Blomberg,45,1,44,0,45,51.9333,9.0833
Germany,Boizenburg,41,1,41,0,22,53.3667,10.7167
Italy,Borgo San Dalmazzo,57,1,47,0,57,44.3333,7.4833
Ukraine,Borzna,40,1,40,0,13,51.2539,32.4261
Central African Republic,Bossembele,56,1,22,0,56,5.2667,17.65
Germany,Bottrop,52,1,40,1,52,51.5247,6.9228
United States of America,Bountiful,47,1,38,3,47,40.8721,-111.8647
United Kingdom of Great Britain and Northern Ireland,Bournemouth,37,1,32,2,37,50.72,-1.88
United States of America,Burbank,108,3,23,21,108,34.1879,-118.3235
United States of America,Burbank,108,3,23,21,108,41.7444,-87.7686
Albania,Burrel,113,1,43,0,113,41.6083,20.0111
,Cabedelo,23,0,23,0,20,-6.9808,-34.8339
Brazil,Cachoeira,36,0,23,0,36,-12.6178,-38.9558
France,Cambrai,54,1,42,1,54,50.1767,3.2356
France,Canteleu,56,1,44,0,56,49.4511,1.0361
Mexico,Capulhuac,175,4,28,9,175,19.2,-99.4667
United States of America,Carmichael,49,1,28,5,49,38.6318,-121.3263
Spain,Cartaya,41,1,41,0,17,37.2833,-7.15
United States of America,Catalina Foothills,81,1,20,6,81,32.3046,-110.8838
Thailand,Chachoengsao,145,3,3,13,145,13.6903,101.0703
Thailand,Chaiyo,112,2,12,8,112,14.6666,100.4702
Germany,Chemnitz,53,1,47,0,53,50.8333,12.9167
Russian Federation,Cheremkhovo,57,1,18,3,57,53.15,103.0833
Italy,Chiampo,82,1,47,0,82,45.55,11.2833
Zambia,Chingola,40,1,27,0,40,-12.5333,27.85
Pakistan,Zafarwal,161,5,41,9,161,32.3463,74.8999
Poland,Zawiercie,54,1,44,1,54,50.5,19.4167
United States of America,Zephyrhills,98,1,98,1,15,28.2409,-82.1797
Germany,Zetel,38,1,38,0,32,53.4197,7.9742
China,Zhaotong,156,6,1,18,156,27.3328,103.7144
Pakistan,Zhob,177,2,56,0,177,31.3417,69.4486
China,Zhuhai,70,1,18,13,70,22.2769,113.5678
Russian Federation,Zhukovka,38,1,38,0,18,53.5333,33.7333
China,Yiyang,170,9,18,31,170,28.5833,112.3333
China,Yiyang,170,9,18,31,170,26.4103,112.3913
Colombia,Yopal,50,1,10,0,50,5.35,-72.41
Tajikistan,Yovon,153,1,25,1,153,38.3167,69.05
Malawi,Zomba,59,1,23,0,59,-15.3833,35.3333
Russian Federation,Zverevo,46,1,46,0,24,48.02,40.12
El Salvador,Delgado,151,4,9,12,151,13.7167,-89.1667
United States of America,Denison,128,1,25,2,128,33.7672,-96.5808
India,Deogarh,157,2,65,1,157,21.5383,84.7334
Russian Federation,Dolinsk,32,1,32,0,17,47.3167,142.8
Kazakhstan,Abay,42,1,35,0,42,49.6311,72.8539
Kazakhstan,Abay,42,1,35,0,42,43.2092,76.7603
Brazil,Agudos,43,1,11,2,43,-22.4739,-48.9836
Egypt,Alexandria,56,1,56,1,35,31.1975,29.8925
Egypt,Alexandria,56,1,56,1,35,38.8185,-77.0861
Egypt,Alexandria,56,1,56,1,35,43.9686,25.3333
Egypt,Alexandria,56,1,56,1,35,31.2923,-92.4702
Egypt,Alexandria,56,1,56,1,35,45.8776,-95.3767
Egypt,Alexandria,56,1,56,1,35,-6.4128,-38.0158
Egypt,Alexandria,56,1,56,1,35,38.9621,-84.3859
Portugal,Alfena,27,0,27,2,21,41.2381,-8.5253
Brazil,Alfenas,42,1,8,3,42,-21.4289,-45.9469
Belgium,Amay,50,1,22,5,50,50.5478,5.3192
Brazil,Anicuns,49,1,5,3,49,-16.4608,-49.9619
Germany,Anklam,35,0,35,0,31,53.85,13.6833
Brazil,Aparecida,82,3,2,8,82,-22.8472,-45.23
United States of America,Artesia,61,1,21,4,61,33.8676,-118.0805
United States of America,Artesia,61,1,21,4,61,32.8497,-104.4268
Uruguay,Artigas,17,0,17,0,5,-30.4667,-56.4667
India,Aruppukkottai,56,1,30,0,56,9.5139,78.1002
Kazakhstan,Atbasar,41,1,36,0,41,51.8,68.3333
United States of America,Auburn Hills,49,1,31,7,49,42.6735,-83.2448
El Salvador,Ayutuxtepeque,107,3,20,10,107,13.7356,-89.2017
Germany,Bad Salzdetfurth,40,0,33,1,40,52.0653,10.0092
Germany,Bad Salzuflen,39,0,34,1,39,52.0833,8.7467
Brazil,Barra Velha,76,3,3,7,76,-26.6319,-48.685
United States of America,Beaver Dam,54,2,33,6,54,43.4688,-88.8309
United States of America,Belchertown,27,1,27,5,27,42.2788,-72.4004
United Kingdom of Great Britain and Northern Ireland,Belfast,29,0,29,2,23,54.5964,-5.93
United States of America,Belle Glade,98,3,8,12,98,26.6916,-80.6656
Russian Federation,Belovo,36,1,36,0,32,54.4167,86.3
United States of America,Bentonville,88,1,23,4,88,36.3547,-94.2305
Thailand,Betong,51,1,32,0,51,5.7731,101.0725
Germany,Bexbach,51,1,29,3,51,49.3494,7.2594
Central African Republic,Birao,60,2,7,0,60,10.294,22.782
United Kingdom of Great Britain and Northern Ireland,Blyth,31,1,31,2,21,55.126,-1.514
Belgium,Bonheiden,42,1,28,4,42,51.0333,4.5333
United States of America,Bradley,41,1,30,7,41,41.1641,-87.8452
Cameroon,Buea,89,3,20,1,89,4.1667,9.2333
India,Buguda,166,1,40,0,166,19.8081,84.7908
United Kingdom of Great Britain and Northern Ireland,Burgess Hill,52,1,29,5,52,50.9535,-0.1262
Italy,Busto Arsizio,105,1,38,3,105,45.612,8.8518
Italy,Caltagirone,58,2,35,3,58,37.2375,14.5125
Italy,Calvizzano,40,2,34,7,40,40.9,14.1833
United States of America,Canton,50,1,20,3,50,40.8078,-81.3676
United States of America,Canton,50,1,20,3,50,34.2467,-84.4897
United States of America,Canton,50,1,20,3,50,42.175,-71.1264
United States of America,Canton,50,1,20,3,50,40.5632,-90.0409
United States of America,Canton,50,1,20,3,50,44.5802,-75.1978
United States of America,Canton,50,1,20,3,50,32.5975,-90.0317
United States of America,Canton,50,1,20,3,50,41.86,-72.9083
Italy,Carini,49,1,49,2,29,38.1333,13.1833
United Kingdom of Great Britain and Northern Ireland,Carluke,31,1,15,8,31,55.734,-3.834
Italy,Cerignola,41,2,39,7,41,41.2667,15.9
Italy,Villa San Giovanni,73,1,37,2,73,38.2167,15.6333
Colombia,Villanueva,44,1,12,1,44,15.3167,-88.0167
Colombia,Villanueva,44,1,12,1,44,22.3536,-102.8831
Colombia,Villanueva,44,1,12,1,44,8.5833,124.7833
Colombia,Villanueva,44,1,12,1,44,12.9647,-86.815
Colombia,Villanueva,44,1,12,1,44,4.6087,-72.9288
Colombia,Villanueva,44,1,12,1,44,10.4456,-75.2761
Colombia,Villanueva,44,1,12,1,44,10.6,-72.9833
Spain,Villena,29,1,29,1,22,38.635,-0.8658
United Kingdom of Great Britain and Northern Ireland,Walkden,32,1,30,3,32,53.5239,-2.3991
Belgium,Wemmel,44,1,27,4,44,50.9167,4.3
United Kingdom of Great Britain and Northern Ireland,Whitstable,50,0,37,1,50,51.361,1.026
United States of America,Wichita Falls,64,1,29,1,64,33.9072,-98.5291
Germany,Wickede,52,0,31,2,52,51.4964,7.8658
Belgium,Wingene,40,1,32,3,40,51.05,3.2667
Netherlands,Winsum,37,0,37,0,32,53.3312,6.5157
United States of America,Winter Garden,68,1,14,13,68,28.5421,-81.5967
United Kingdom of Great Britain and Northern Ireland,Wokingham,51,1,26,6,51,51.41,-0.84
United States of America,Woodridge,57,2,29,12,57,41.737,-88.0409
Ukraine,Yakymivka,40,1,40,0,15,46.6977,35.1554
Japan,Yanai,45,1,45,1,42,33.9667,132.1167
Japan,Yokkaichi,44,1,44,1,16,34.965,136.6244
Peru,Yurimaguas,32,1,1,0,32,-5.9,-76.0833
Iran (Islamic Republic of),Zarand,152,0,42,0,152,30.8128,56.5639
China,Zigong,146,5,69,8,146,29.3498,104.7645
Switzerland,Zofingen,98,1,28,2,98,47.2833,7.9333
Serbia,Zrenjanin,87,1,40,3,87,45.3833,20.3894
Canada,Charlottetown,25,1,25,1,22,46.2403,-63.1347
France,Chelles,59,1,19,6,59,48.8833,2.6
Russian Federation,Chernogolovka,59,1,20,13,59,56.0,38.3667
Colombia,Chimichagua,44,1,9,1,44,9.25,-73.8167
Zambia,Chipata,29,0,19,0,29,-13.6453,32.6464
United Kingdom of Great Britain and Northern Ireland,Chippenham,50,1,20,5,50,51.459,-2.116
Poland,Ciechocinek,35,0,35,0,32,52.8833,18.7833
United States of America,Clive,55,1,26,6,55,41.6147,-93.798
Romania,Codlea,58,1,39,0,58,45.6969,25.4439
Brazil,Colina,37,1,11,1,37,-33.2017,-70.6703
Brazil,Colina,37,1,11,1,37,-20.7136,-48.5411
United States of America,Columbus,51,1,26,4,51,39.9862,-82.9855
United States of America,Columbus,51,1,26,4,51,32.51,-84.8771
United States of America,Columbus,51,1,26,4,51,39.2093,-85.9183
United States of America,Columbus,51,1,26,4,51,41.4366,-97.3565
United States of America,Columbus,51,1,26,4,51,33.5088,-88.4096
United Kingdom of Great Britain and Northern Ireland,Congleton,44,1,29,4,44,53.162,-2.217
United States of America,Coon Rapids,54,1,31,10,54,45.1755,-93.3094
United States of America,Corsicana,47,1,18,4,47,32.0824,-96.4665
Guatemala,Cubulco,77,2,9,6,77,15.1083,-90.6306
Philippines,Taytay,65,1,23,1,65,14.5692,121.1325
Philippines,Taytay,65,1,23,1,65,10.8167,119.5167
United Kingdom of Great Britain and Northern Ireland,Telford,56,1,26,5,56,52.6766,-2.4469
Mexico,Temascalcingo,50,1,13,2,50,19.9147,-100.0036
Serbia,Temerin,80,1,40,2,80,45.4167,19.8833
Bulgaria,Teteven,65,1,40,1,65,42.9167,24.2667
Netherlands,Tholen,34,1,32,2,34,51.5333,4.2
Nicaragua,Ticuantepe,34,1,16,3,34,12.0231,-86.2064
Indonesia,Tomohon,24,1,16,0,24,1.3244,124.8225
Belgium,Tongeren,46,1,24,4,46,50.7794,5.4631
China,Tongzhou,198,5,198,6,157,25.7716,106.973
France,Torcy,57,1,20,6,57,48.8502,2.6508
Germany,Torgelow,34,0,34,1,32,53.6167,14.0
Portugal,Torres Novas,30,0,30,1,23,39.4667,-8.5333
Japan,Tosu,48,1,48,0,39,33.3833,130.5
United States of America,Tulare,55,2,17,11,55,36.1995,-119.34
Bolivia (Plurinational State of),Tupiza,14,0,14,0,10,-21.4375,-65.7158
India,Udaipur,70,3,36,2,70,24.58,73.68
India,Udaipur,70,3,36,2,70,23.5389,91.4917
India,Udaipur,70,3,36,2,70,27.7289,75.4716
Japan,Uenohara,46,1,46,1,30,35.6302,139.1113
United States of America,Uniontown,45,1,45,2,31,39.8993,-79.7246
Japan,Urayasu,54,1,54,3,49,35.6539,139.9022
India,Vadnagar,165,1,36,0,165,23.785,72.64
Italy,Varazze,35,1,35,3,34,44.36,8.5766
Germany,Vechelde,39,0,33,1,39,52.2608,10.3719
Italy,Velletri,41,1,41,2,22,41.6667,12.7833
Italy,Venosa,46,2,39,6,46,40.9618,15.8148
Russian Federation,Votkinsk,38,1,28,1,38,57.05,54.0
Russian Federation,Bolkhov,65,0,23,1,65,53.45,36.0167
Russian Federation,Bolokhovo,50,0,31,1,50,54.0833,37.8333
Germany,Bonn,32,1,32,2,30,50.7333,7.1
Belgium,Bredene,42,1,27,2,42,51.2336,2.9756
Ukraine,Buchach,70,1,37,1,70,49.0647,25.3872
Chile,Buin,245,20,0,27,245,-33.7333,-70.7333
Philippines,Bunawan,54,1,18,0,54,8.1781,125.9935
India,Burla,163,1,63,0,163,21.5098,83.8726
United States of America,Camp Verde,43,1,13,4,43,34.569,-111.856
Italy,Capua,45,1,45,2,15,41.1056,14.2139
Portugal,Cartaxo,37,0,28,1,37,39.15,-8.7833
Italy,Casalgrande,60,1,38,1,60,44.5833,10.7333
Portugal,Cascais,47,0,29,3,47,38.7,-9.4167
Ecuador,Catamayo,24,1,8,1,24,-3.9833,-79.35
Chile,Cauquenes,36,1,16,3,36,-35.9667,-72.35
United States of America,Cedarburg,49,2,16,14,49,43.299,-87.9887
United Republic of Tanzania,Chake Chake,52,1,25,0,52,-5.2395,39.77
India,Chakradharpur,167,1,93,0,167,22.7,85.63
United States of America,College Park,98,3,0,28,98,38.996,-76.9337
United States of America,College Park,98,3,0,28,98,33.6363,-84.464
United States of America,Corinth,58,1,20,6,58,33.1434,-97.0682
United States of America,Corinth,58,1,20,6,58,34.9474,-88.5143
Benin,Cotonou,71,1,24,0,71,6.3667,2.4333
South Africa,Cradock,43,1,23,0,43,-32.1833,25.6167
United Kingdom of Great Britain and Northern Ireland,Crawley,32,0,28,3,32,51.1092,-0.1872
Rwanda,Cyangugu,56,2,24,0,56,-2.4833,28.8967
Benin,Abomey,80,1,21,1,80,7.1856,1.9881
France,Agen,46,1,37,1,46,44.2049,0.6212
Turkey,Alanya,42,1,42,0,22,36.55,32.0
Russian Federation,Aleysk,35,1,35,0,27,52.5,82.7833
,Almeirim,47,1,4,0,47,-1.5228,-52.5819
,Almeirim,47,1,4,0,47,39.2,-8.6167
Russian Federation,Amursk,47,1,33,0,47,50.2167,136.9
United States of America,Annapolis,61,1,41,5,61,38.9706,-76.5047
Guatemala,Antigua Guatemala,125,4,3,13,125,14.5667,-90.7333
Brazil,Arapongas,37,1,14,2,37,-23.4189,-51.4239
Philippines,Aringay,59,1,24,1,59,16.3982,120.3555
Iran (Islamic Republic of),Bam,178,1,42,0,178,29.1061,58.3569
India,Banganapalle,83,0,30,0,83,15.3167,78.2331
Thailand,Bangkok,69,1,25,1,69,13.7525,100.4942
United States of America,Belmont,54,1,24,9,54,37.5154,-122.2953
United States of America,Belmont,54,1,24,9,54,42.396,-71.1795
United States of America,Belmont,54,1,24,9,54,35.2212,-81.0401
United States of America,Belmont,54,1,24,9,54,39.0622,-77.4985
China,Bengbu,174,4,174,5,141,32.9354,117.3531
Belgium,Beringen,46,1,26,5,46,51.0333,5.2167
India,Bhind,193,1,46,0,193,26.5587,78.7871
China,Bijie,81,2,26,6,81,27.3019,105.2863
Germany,Billerbeck,33,1,33,2,26,51.9792,7.295
United States of America,Billings,40,1,24,4,40,45.7891,-108.5526
,Biloxi,27,0,27,2,22,30.4426,-88.9514
United States of America,Binghamton,40,1,40,1,34,42.1014,-75.9093
United Kingdom of Great Britain and Northern Ireland,Cheltenham,47,0,32,1,47,51.9,-2.0667
United Kingdom of Great Britain and Northern Ireland,Cheltenham,47,0,32,1,47,40.0781,-75.1382
Italy,Chieri,60,1,33,4,60,45.0139,7.8224
Panama,Chilibre,82,2,18,8,82,9.15,-79.62
India,Chinna Salem,81,1,43,2,81,11.6342,78.8741
China,Chizhou,201,5,201,5,159,30.6583,117.4849
United Kingdom of Great Britain and Northern Ireland,Chorley,63,0,32,1,63,53.653,-2.632
Thailand,Chumphon,41,0,15,0,41,10.4939,99.18
United States of America,Atascocita,53,1,11,13,53,29.9777,-95.1953
United States of America,Aurora,78,2,7,14,78,39.7083,-104.7237
United States of America,Aurora,78,2,7,14,78,41.7638,-88.2902
United States of America,Aurora,78,2,7,14,78,13.35,122.5167
United States of America,Aurora,78,2,7,14,78,44.0,-79.4667
United States of America,Aurora,78,2,7,14,78,7.9484,123.5819
United States of America,Aurora,78,2,7,14,78,16.9918,121.6357
United States of America,Aurora,78,2,7,14,78,-6.9428,-38.9678
United States of America,Aurora,78,2,7,14,78,41.3118,-81.345
United States of America,Aurora,78,2,7,14,78,42.7382,-78.6373
Spain,Azpeitia,33,0,33,0,20,43.1819,-2.2653
Cameroon,Bafang,75,3,15,1,75,5.15,10.1833
United States of America,Baldwin,55,2,28,12,55,40.6511,-73.6075
United States of America,Baldwin,55,2,28,12,55,40.369,-79.9669
Ukraine,Bar,64,1,42,0,64,42.1,19.1
Ukraine,Bar,64,1,42,0,64,49.0781,27.6831
Italy,Barletta,48,1,48,1,35,41.3167,16.2833
United States of America,Batavia,78,3,3,25,78,41.8479,-88.3109
United States of America,Batavia,78,3,3,25,78,42.9987,-78.1802
Sri Lanka,Batticaloa,54,1,40,0,54,7.7167,81.7
Cuba,Bauta,65,1,23,2,65,22.9919,-82.5492
Madagascar,Bealanana,22,0,22,0,7,-14.55,48.7333
Thailand,Phra Phutthabat,112,2,18,7,112,14.7212,100.8047
Philippines,Pila,89,2,26,7,89,14.2333,121.3667
Germany,Pocking,74,1,61,0,74,48.4,13.3167
Italy,Pomezia,78,1,78,0,28,41.6693,12.5021
United States of America,Ponca City,50,1,47,0,50,36.7235,-97.0677
United States of America,Poquoson,47,1,47,1,47,37.1318,-76.3568
Papua New Guinea,Port Moresby,23,0,20,1,23,-9.4789,147.1494
Brazil,Porto Nacional,18,0,16,0,18,-10.7078,-48.4169
Republic of North Macedonia,Prilep,123,1,39,0,123,41.3464,21.5542
Argentina,Puerto Madryn,11,0,11,0,7,-42.7667,-65.05
Azerbaijan,Qazax,70,1,34,0,70,41.0933,45.3661
Israel,Ramat Gan,70,1,45,5,70,32.07,34.8236
United States of America,Scarsdale,53,1,46,2,53,40.9902,-73.7773
Germany,Scharbeutz,43,1,43,0,26,54.0214,10.7456
Belgium,Ronse,51,1,38,1,51,50.75,3.6
United States of America,Roseville,51,1,32,1,51,38.7703,-121.3196
United States of America,Roseville,51,1,32,1,51,42.5074,-82.9369
United States of America,Roseville,51,1,32,1,51,45.0155,-93.1545
France,Rouen,57,1,44,0,57,49.4428,1.0886
United States of America,Roy,51,1,24,6,51,41.1714,-112.0485
Costa Rica,Sabanilla,42,1,21,2,42,17.3167,-92.6167
Slovakia,Sabinov,69,1,46,0,69,49.1061,21.0856
Japan,Saitama,87,2,23,22,87,35.8614,139.6456
Italy,Sala Consilina,49,1,49,0,41,40.4,15.6
Colombia,San Benito Abad,60,1,18,0,60,8.9333,-75.0333
United States of America,San Gabriel,112,3,20,24,112,34.0949,-118.099
United States of America,San Gabriel,112,3,20,24,112,16.6667,120.4
United States of America,San Gabriel,112,3,20,24,112,0.5983,-77.8353
Colombia,San Gil,65,1,26,0,65,6.5592,-73.135
Guatemala,San Miguel Chicaj,52,1,16,2,52,15.1,-90.4
Philippines,Santa Ana,150,2,25,8,150,33.7367,-117.8819
Philippines,Santa Ana,150,2,25,8,150,13.995,-89.5561
Philippines,Santa Ana,150,2,25,8,150,14.58,121.012
Philippines,Santa Ana,150,2,25,8,150,14.5277,121.0766
Philippines,Santa Ana,150,2,25,8,150,9.932,-84.176
Philippines,Santa Ana,150,2,25,8,150,30.5406,-111.1205
Philippines,Santa Ana,150,2,25,8,150,15.0939,120.7681
Philippines,Santa Ana,150,2,25,8,150,7.6453,-72.2758
Philippines,Santa Ana,150,2,25,8,150,18.4589,122.1419
Philippines,Santa Ana,150,2,25,8,150,11.068,-63.9221
Philippines,Santa Ana,150,2,25,8,150,9.319,-74.57
Philippines,Santa Ana,150,2,25,8,150,16.8069,-89.8272
Philippines,Santa Ana,150,2,25,8,150,13.9333,-87.2667
Philippines,Santa Ana,150,2,25,8,150,14.0667,-87.95
Philippines,Santa Ana,150,2,25,8,150,9.2444,-64.6353
Cuba,Ranchuelo,37,1,36,0,37,22.3764,-80.151
United States of America,Redondo Beach,90,2,18,21,90,33.8577,-118.3765
